TCODE,TIMESTAMP,FREQ,BW,TXID,AMP,DEVCNT,X,Y,Z,TLW
505,2015-08-19T15:38:41,2412000000,22000000,2848812985857999950,-34.2857131958,4,35.6497619219,34.0431242806,0.0,0
505,2015-08-19T15:38:41,2412000000,22000000,2708356959627183185,-59.9931488037,4,19.8834637781,27.3124937093,0.0,0
505,2015-08-19T15:38:41,2412000000,22000000,3840169614769521742,-28.0,4,36.6951741084,34.2355716466,0.0,0
505,2015-08-19T15:38:41,2412000000,22000000,3840169614833681540,-84.0,3,34.7098536241,44.2436184068,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2670921200072983684,-88.0,1,12.12,68.01,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2848812985739314019,-34.0,3,34.9568915445,34.2671680997,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2654313588036535428,-88.0,1,75.18,11.62,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2983921193709863973,-78.0,1,75.18,11.62,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,3840169614827193480,-84.0,1,12.12,68.01,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2848812985857999950,-34.2857131958,4,35.6497619219,34.0431242806,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,2708356959627183185,-59.9931488037,4,19.8834637781,27.3124937093,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,3840169614769521742,-28.0,4,36.6951741084,34.2355716466,0.0,0
506,2015-08-19T15:38:41,2412000000,22000000,3840169614833681540,-84.0,3,34.7098536241,44.2436184068,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2249551794131043464,-83.0909118652,1,12.12,68.01,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,3840169614833681540,-88.0,3,42.0921937781,38.2925984649,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2848812985895421105,-34.0,2,37.2901368126,34.5678487054,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2972944275278791816,-84.4000015259,1,37.71,34.01,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2848812985857999950,-34.4126968384,4,35.673400942,33.9395106331,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2708356959627183185,-62.5635604858,4,25.5165877969,29.5631399802,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,3840169614769521742,-28.0,4,36.7680485176,34.135418073,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,2799554727500317817,-34.0,3,35.2053648003,34.9078800767,0.0,0
507,2015-08-19T15:38:41,2412000000,22000000,3840169614827193480,-82.0,1,12.12,68.01,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2848812985894241409,-34.0,3,37.6017940798,34.3790946901,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2848812985739314019,-54.0,1,12.12,68.01,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2730593306725123204,-81.2727279663,2,44.1388475393,39.3778589797,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,3840169614774699045,-56.0,4,15.0678640994,58.8301247916,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2848812985895421105,-52.0,1,4.33,21.15,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,3840169614827193480,-86.0,1,37.71,34.01,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,3840169614769521742,-28.0,4,36.7680485176,34.135418073,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2730593306660963406,-31.0,3,37.4343357685,34.6001063894,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2708356959627183185,-62.0202026367,4,27.696453132,26.6531424282,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2848812985857999950,-34.2251663208,4,35.8311665263,33.8938214921,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2846561207521313910,-50.0,1,4.33,21.15,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,3840169614833681540,-80.0,2,43.65,39.815,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2249551794131043464,-82.0,2,22.1235581927,54.718832413,0.0,0
508,2015-08-19T15:38:41,2412000000,22000000,2983921193709863973,-84.0,1,75.18,11.62,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2412244974914897032,-84.0,2,21.7110928555,55.2668520092,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2848812985739314019,-34.0,3,35.1569559568,33.9715613258,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,3840169614833681540,-82.444442749,2,34.3720546452,48.1115959175,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2983921193709863973,-65.0,1,75.18,11.62,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2293743807856247944,-81.0,2,22.7535800203,53.8817576909,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,2848812985857999950,-34.4405288696,4,35.7657410355,33.8902239414,0.0,0
509,2015-08-19T15:38:41,2412000000,22000000,3840169614769521742,-30.0,4,36.3602556514,34.2113468486,0.0,0
