TCODE,TIMESTAMP,FREQ,BW,TXID,AMP,DEVCNT,X,Y,Z,TLW
30,2015-08-20T15:48:36,2412000000,22000000,3840169614769521742,-33.9000015259,6,35,35,0,0
30,2015-08-20T15:48:36,2412000000,22000000,2412244974914897032,-80.0,2,46,28,0,0
30,2015-08-20T15:48:36,2412000000,22000000,2293743807822234674,-88.0,1,71,86,0,0
30,2015-08-20T15:48:36,2412000000,22000000,2249551794131043464,-80.0,2,45,29,0,0
31,2015-08-20T15:48:36,2412000000,22000000,3840169614833681540,-66.0,4,93,64,0,0
31,2015-08-20T15:48:36,2412000000,22000000,3840169614827193480,-57.3846168518,5,99,63,0,0
31,2015-08-20T15:48:36,2412000000,22000000,3840169614769521742,-33.0833320618,6,37,34,0,0
31,2015-08-20T15:48:36,2412000000,22000000,2412244974914897032,-56.0,3,100,64,0,0
31,2015-08-20T15:48:36,2412000000,22000000,3840169614793180210,-88.0,2,84,77,0,0
31,2015-08-20T15:48:36,2412000000,22000000,2293743807856247944,-56.0,3,100,64,0,0
31,2015-08-20T15:48:36,2412000000,22000000,3840169614836171867,-88.0,2,84,77,0,0
32,2015-08-20T15:48:36,2412000000,22000000,2249551794131043464,-56.6666679382,3,99,64,0,0
32,2015-08-20T15:48:36,2412000000,22000000,3840169614827193480,-57.2857131958,5,98,62,0,0
32,2015-08-20T15:48:36,2412000000,22000000,3840169614769521742,-34.0,5,37,33,0,0
32,2015-08-20T15:48:36,2412000000,22000000,2412244974914897032,-82.0,1,37,34,0,0
32,2015-08-20T15:48:36,2412000000,22000000,3840169614833681540,-67.0,5,91,63,0,0
32,2015-08-20T15:48:36,2412000000,22000000,2293743807856247944,-86.0,1,37,34,0,0
33,2015-08-20T15:48:37,2412000000,22000000,2249551794131043464,-81.0,2,56,22,0,0
33,2015-08-20T15:48:37,2412000000,22000000,3840169614827193480,-58.0,5,98,63,0,0
33,2015-08-20T15:48:37,2412000000,22000000,3840169614833681540,-66.0,4,94,64,0,0
33,2015-08-20T15:48:37,2412000000,22000000,3840169614769521742,-34.0,6,37,33,0,0
34,2015-08-20T15:48:37,2412000000,22000000,2293743807856247944,-56.0,3,100,64,0,0
34,2015-08-20T15:48:37,2412000000,22000000,3840169614833681540,-66.9873428345,5,91,63,0,0
34,2015-08-20T15:48:37,2412000000,22000000,3840169614774699045,-60.0,5,15,65,0,0
34,2015-08-20T15:48:37,2412000000,22000000,3840169614827193480,-57.7272720337,5,98,63,0,0
34,2015-08-20T15:48:37,2412000000,22000000,3840169614769521742,-34.0,6,36,35,0,0
