TCODE,TIMESTAMP,TXID,FREQ,BW,AMP,DEVCNT,X,Y,Z,TLW
167,2015-07-31T16:42:34,66502754,539807232,4880,-63.24,1,-73.90,62.15,8.00,6.3
167,2015-07-31T16:42:34,6590935,539870656,9063,-93.66,1,-80.85,43.93,8.00,7.5
167,2015-07-31T16:42:34,30136159,539935872,14642,-55.47,2,-78.49,50.11,8.00,4.8
167,2015-07-31T16:42:34,26366415,539999680,11156,-104.96,1,-77.04,53.92,8.00,4
167,2015-07-31T16:42:34,64847492,540062912,14642,-50.45,2,-78.55,49.96,8.00,1.1
167,2015-07-31T16:42:34,63382935,540128128,9761,-91.24,2,-79.99,46.18,8.00,5.5
167,2015-07-31T16:42:34,54718731,540187904,4880,-55.14,1,-73.90,62.15,8.00,4.9
167,2015-07-31T16:42:34,41153804,552997504,14129,-57.68,5,-63.84,68.18,8.00,4.1
167,2015-07-31T16:42:34,58366981,577581056,15998,-94.8,4,-80.22,83.91,8.00,9.6
167,2015-07-31T16:42:34,27354086,577580736,8541,-44.29,1,-71.75,75.77,8.00,1.2
167,2015-07-31T16:42:34,4478321,586251904,4880,-93.66,1,-73.90,62.15,8.00,2.8
167,2015-07-31T16:42:34,19973506,589866048,9761,-72.87,1,-102.89,95.06,8.00,8.7
167,2015-07-31T16:42:34,57986540,589865536,4880,-75.78,1,-79.16,60.26,8.00,5.6
167,2015-07-31T16:42:34,10077945,596320768,4880,-40.14,1,-95.31,6.00,8.00,8.7
167,2015-07-31T16:42:34,37852719,599995904,4880,-82.37,1,-73.90,62.15,8.00,7
168,2015-07-31T16:42:34,4111211,500011488,19523,-44.42,1,-73.90,62.15,8.00,0.9
168,2015-07-31T16:42:34,10566841,500011488,9761,-83.23,1,-73.90,62.15,8.00,0.6
168,2015-07-31T16:42:34,41824285,500013920,4880,-91.96,1,-73.90,62.15,8.00,4.7
168,2015-07-31T16:42:34,49508310,503847936,12867,-76.97,5,-69.94,69.08,8.00,3.7
168,2015-07-31T16:42:34,108048,528430464,12364,-50.99,2,-85.25,66.36,8.00,4.1
168,2015-07-31T16:42:34,66502754,539807232,4880,-103.65,1,-73.90,62.15,8.00,4.3
168,2015-07-31T16:42:34,6590935,539870656,9063,-96.58,1,-80.85,43.93,8.00,3.4
168,2015-07-31T16:42:34,30136159,539935872,14642,-76.8,2,-78.56,49.94,8.00,5.3
168,2015-07-31T16:42:34,26366415,539999296,11853,-84.81,1,-77.04,53.92,8.00,4
168,2015-07-31T16:42:34,64847492,540062912,14642,-98.93,2,-78.74,49.44,8.00,3.8
168,2015-07-31T16:42:34,63382935,540128128,9761,-88.36,2,-80.07,45.98,8.00,4.7
168,2015-07-31T16:42:34,54718731,540187904,4880,-78.47,1,-73.90,62.15,8.00,1.5
168,2015-07-31T16:42:34,41153804,552997696,14642,-34.58,5,-62.29,65.82,8.00,3.5
168,2015-07-31T16:42:34,58366981,577581184,15862,-75.04,5,-77.96,78.45,8.00,2.9
168,2015-07-31T16:42:34,27354086,577580736,8541,-99.26,1,-71.75,75.77,8.00,3.2
168,2015-07-31T16:42:34,4478321,586251904,4880,-87.88,1,-73.90,62.15,8.00,1.3
168,2015-07-31T16:42:34,19973506,589866048,9761,-63.97,1,-102.89,95.06,8.00,4.1
168,2015-07-31T16:42:34,57986540,589865536,4880,-67.44,1,-79.16,60.26,8.00,5
168,2015-07-31T16:42:34,10077945,596320768,4880,-99.43,1,-95.31,6.00,8.00,0.3
168,2015-07-31T16:42:34,37852719,599995904,4880,-73.38,1,-73.90,62.15,8.00,6.1
169,2015-07-31T16:42:34,4111211,500013440,21475,-86.56,1,-73.90,62.15,8.00,6.7
169,2015-07-31T16:42:34,10566841,500011488,9761,-65.77,1,-73.90,62.15,8.00,4.6
169,2015-07-31T16:42:34,41824285,500013920,4880,-63.74,1,-73.90,62.15,8.00,4.1
169,2015-07-31T16:42:34,49508310,503847904,11853,-97.2,4,-67.70,68.86,8.00,2.9
169,2015-07-31T16:42:34,108048,528430496,11504,-53.09,2,-83.23,64.27,8.00,5.3
169,2015-07-31T16:42:34,66502754,539807232,4880,-50,1,-73.90,62.15,8.00,5.2
169,2015-07-31T16:42:34,6590935,539870656,9063,-60.71,2,-80.73,44.24,8.00,3.8
169,2015-07-31T16:42:34,30136159,539936064,14642,-38.21,2,-77.81,51.90,8.00,3.5
169,2015-07-31T16:42:34,26366415,539999680,12201,-47.44,2,-77.76,52.02,8.00,7.1
169,2015-07-31T16:42:34,64847492,540062912,14642,-101.28,2,-78.40,50.36,8.00,7.3
169,2015-07-31T16:42:34,63382935,540128128,9761,-36.98,2,-80.18,45.67,8.00,7
169,2015-07-31T16:42:34,54718731,540187904,4880,-103.45,1,-73.90,62.15,8.00,8.3
169,2015-07-31T16:42:34,41153804,552997056,14128,-91.11,1,-61.58,66.88,8.00,8.7
169,2015-07-31T16:42:34,58366981,577581184,15670,-65,4,-75.69,78.50,8.00,6.7
169,2015-07-31T16:42:34,27354086,577580736,8541,-81.25,1,-71.75,75.77,8.00,4.3
169,2015-07-31T16:42:34,4478321,586251904,4880,-104.65,1,-73.90,62.15,8.00,1.7
169,2015-07-31T16:42:34,19973506,589866048,9761,-49.79,1,-102.89,95.06,8.00,4
169,2015-07-31T16:42:34,57986540,589865536,4880,-57.75,1,-79.16,60.26,8.00,7.2
169,2015-07-31T16:42:34,10077945,596320768,4880,-93.17,1,-95.31,6.00,8.00,1.1
169,2015-07-31T16:42:34,37852719,599995904,4880,-40.4,1,-73.90,62.15,8.00,5.9
170,2015-07-31T16:42:35,4111211,500013440,21475,-82.47,1,-73.90,62.15,8.00,1
170,2015-07-31T16:42:35,10566841,500012480,9761,-71.44,1,-73.90,62.15,8.00,2.2
170,2015-07-31T16:42:35,41824285,500013920,4880,-38.18,1,-73.90,62.15,8.00,6.5
170,2015-07-31T16:42:35,49508310,503847840,11958,-89.99,4,-66.06,73.15,8.00,5.6
170,2015-07-31T16:42:35,108048,528430880,12765,-38.95,3,-83.41,68.98,8.00,1.6
170,2015-07-31T16:42:35,66502754,539807232,4880,-92.13,1,-73.90,62.15,8.00,7.2
170,2015-07-31T16:42:35,6590935,539870656,9063,-81.75,2,-80.76,44.17,8.00,2.1
170,2015-07-31T16:42:35,30136159,539935872,14642,-72.13,2,-78.40,50.35,8.00,3
170,2015-07-31T16:42:35,26366415,539999296,11853,-68.33,1,-76.95,54.15,8.00,1.9
170,2015-07-31T16:42:35,64847492,540062912,14642,-80.42,2,-78.62,49.77,8.00,0.4
170,2015-07-31T16:42:35,63382935,540128128,9761,-59.73,2,-80.25,45.48,8.00,4.1
170,2015-07-31T16:42:35,54718731,540187904,4880,-90.72,1,-73.90,62.15,8.00,0.1
170,2015-07-31T16:42:35,41153804,552997120,14099,-73.57,4,-62.92,69.47,8.00,6.2
170,2015-07-31T16:42:35,58366981,577581184,15670,-93.92,4,-75.69,78.50,8.00,5.3
170,2015-07-31T16:42:35,27354086,577580544,8541,-89.53,4,-68.73,78.85,8.00,1.1
170,2015-07-31T16:42:35,4478321,586251904,4880,-66.62,1,-73.90,62.15,8.00,6
170,2015-07-31T16:42:35,19973506,589866048,9761,-50.46,1,-102.89,95.06,8.00,4.9
170,2015-07-31T16:42:35,57986540,589865536,4880,-95.58,1,-79.16,60.26,8.00,2.4
170,2015-07-31T16:42:35,10077945,596320768,4880,-93.03,1,-95.31,6.00,8.00,7.5
170,2015-07-31T16:42:35,37852719,599995904,4880,-73.81,1,-73.90,62.15,8.00,7
171,2015-07-31T16:42:35,4111211,500014912,22451,-60.35,1,-73.90,62.15,8.00,7
171,2015-07-31T16:42:35,10566841,500012480,9761,-100.34,1,-73.90,62.15,8.00,6.7
171,2015-07-31T16:42:35,41824285,500013920,4880,-84.19,1,-73.90,62.15,8.00,1.8
171,2015-07-31T16:42:35,49508310,503847808,12867,-76.38,5,-69.38,72.95,8.00,0.2
171,2015-07-31T16:42:35,108048,528431072,13891,-83.68,3,-87.35,73.92,8.00,4.1
171,2015-07-31T16:42:35,66502754,539807232,4880,-81.49,1,-73.90,62.15,8.00,5.5
171,2015-07-31T16:42:35,6590935,539870976,9151,-43.28,2,-81.73,41.60,8.00,0.8
171,2015-07-31T16:42:35,30136159,539935616,14642,-61.86,2,-78.83,49.22,8.00,3.6
171,2015-07-31T16:42:35,26366415,539998976,13247,-84.03,2,-76.29,55.88,8.00,6.6
171,2015-07-31T16:42:35,64847492,540062912,14642,-43.52,2,-78.68,49.62,8.00,2.5
171,2015-07-31T16:42:35,63382935,540128128,9761,-36.1,2,-80.21,45.61,8.00,7
171,2015-07-31T16:42:35,54718731,540187904,4880,-103.74,1,-73.90,62.15,8.00,3.3
171,2015-07-31T16:42:35,41153804,552997056,14100,-101.08,5,-62.31,66.92,8.00,3.6
171,2015-07-31T16:42:35,58366981,577581440,16501,-73.13,4,-72.67,75.66,8.00,5.5
171,2015-07-31T16:42:35,27354086,577580544,8541,-82.27,4,-68.73,78.85,8.00,0.4
171,2015-07-31T16:42:35,4478321,586251904,4880,-71.82,1,-73.90,62.15,8.00,5.6
171,2015-07-31T16:42:35,19973506,589866048,9761,-78.6,1,-102.89,95.06,8.00,8.5
171,2015-07-31T16:42:35,57986540,589866560,4880,-79.93,1,-91.02,77.66,8.00,7.5
171,2015-07-31T16:42:35,10077945,596320768,4880,-77.17,1,-95.31,6.00,8.00,4.5
171,2015-07-31T16:42:35,37852719,599995904,4880,-41.55,1,-73.90,62.15,8.00,5.5
172,2015-07-31T16:42:35,4111211,500014912,22451,-61.53,1,-73.90,62.15,8.00,3.2
172,2015-07-31T16:42:35,10566841,500012480,9761,-45.92,1,-73.90,62.15,8.00,2.2
172,2015-07-31T16:42:35,41824285,500013920,4880,-101.77,1,-73.90,62.15,8.00,7.2
172,2015-07-31T16:42:35,49508310,503847872,12944,-94.94,5,-70.72,71.45,8.00,5.8
172,2015-07-31T16:42:35,108048,528430880,13891,-82.89,3,-88.56,75.58,8.00,6.3
172,2015-07-31T16:42:35,66502754,539807232,4880,-86.72,1,-73.90,62.15,8.00,1.1
172,2015-07-31T16:42:35,6590935,539871168,9218,-62.59,2,-82.45,39.73,8.00,2.6
172,2015-07-31T16:42:35,30136159,539935616,14642,-73.05,2,-78.75,49.44,8.00,2.5
172,2015-07-31T16:42:35,26366415,539999680,13421,-92.25,2,-77.30,53.24,8.00,3
172,2015-07-31T16:42:35,64847492,540062912,14642,-81.99,2,-78.54,49.99,8.00,7.7
172,2015-07-31T16:42:35,63382935,540128128,9761,-80.13,2,-80.01,46.13,8.00,0.8
172,2015-07-31T16:42:35,54718731,540187904,4880,-67.01,1,-73.90,62.15,8.00,7.4
172,2015-07-31T16:42:35,41153804,552997440,14100,-66.26,5,-64.03,71.04,8.00,7.3
172,2015-07-31T16:42:35,58366981,577581376,16501,-57.76,4,-73.31,73.52,8.00,8.1
172,2015-07-31T16:42:35,27354086,577580544,8541,-100.56,4,-68.73,78.85,8.00,1.6
172,2015-07-31T16:42:35,4478321,586251904,4880,-70.05,1,-73.90,62.15,8.00,5.2
172,2015-07-31T16:42:35,19973506,589866048,9761,-64.7,1,-102.89,95.06,8.00,0.5
172,2015-07-31T16:42:35,57986540,589866560,4880,-80.55,1,-91.02,77.66,8.00,0.8
172,2015-07-31T16:42:35,10077945,596320768,4880,-67.4,1,-95.31,6.00,8.00,2
172,2015-07-31T16:42:35,37852719,599995904,4880,-63.51,1,-73.90,62.15,8.00,7.4
173,2015-07-31T16:42:35,4111211,500014912,22451,-57.57,1,-73.90,62.15,8.00,0.4
173,2015-07-31T16:42:35,10566841,500012480,9761,-104.65,1,-73.90,62.15,8.00,3.4
173,2015-07-31T16:42:35,41824285,500013920,4880,-90.08,1,-73.90,62.15,8.00,5.7
173,2015-07-31T16:42:35,49508310,503847712,12867,-62.95,4,-69.27,73.15,8.00,4.4
173,2015-07-31T16:42:35,108048,528430784,12690,-87.32,4,-86.51,70.86,8.00,9.5
173,2015-07-31T16:42:35,66502754,539807232,4880,-84.1,1,-73.90,62.15,8.00,5.3
173,2015-07-31T16:42:35,6590935,539870656,9761,-71.59,2,-80.67,44.40,8.00,0.3
173,2015-07-31T16:42:35,30136159,539935616,14642,-45.8,2,-78.81,49.28,8.00,8.6
173,2015-07-31T16:42:35,26366415,539999680,13421,-30.33,1,-77.30,53.24,8.00,7
173,2015-07-31T16:42:35,64847492,540063168,14642,-81.58,2,-78.05,51.27,8.00,5.9
173,2015-07-31T16:42:35,63382935,540128128,9761,-90.95,2,-79.72,46.88,8.00,4.9
173,2015-07-31T16:42:35,54718731,540187904,4880,-58.42,1,-73.90,62.15,8.00,2
173,2015-07-31T16:42:35,41153804,552997440,13101,-100.31,1,-65.57,66.13,8.00,0.9
173,2015-07-31T16:42:35,58366981,577581440,16501,-78.76,4,-73.85,73.89,8.00,0.6
173,2015-07-31T16:42:35,27354086,577580544,8541,-74.71,4,-68.73,78.85,8.00,2.3
173,2015-07-31T16:42:35,4478321,586251904,4880,-62.89,1,-73.90,62.15,8.00,6
173,2015-07-31T16:42:35,19973506,589866048,9761,-91.44,1,-102.89,95.06,8.00,8.2
173,2015-07-31T16:42:35,57986540,589866560,4880,-58.66,1,-91.02,77.66,8.00,7
173,2015-07-31T16:42:35,10077945,596320768,4880,-88.54,1,-95.31,6.00,8.00,9.1
173,2015-07-31T16:42:35,37852719,599995904,4880,-75.19,1,-73.90,62.15,8.00,1.9
174,2015-07-31T16:42:35,4111211,500014912,22451,-102.63,1,-73.90,62.15,8.00,4.9
174,2015-07-31T16:42:35,10566841,500012480,9761,-89.32,1,-73.90,62.15,8.00,9
174,2015-07-31T16:42:35,41824285,500013920,4880,-84.27,1,-73.90,62.15,8.00,4.7
174,2015-07-31T16:42:35,49508310,503847744,12732,-78.02,5,-69.01,69.38,8.00,0.9
174,2015-07-31T16:42:35,108048,528430624,13421,-80.18,3,-83.55,66.97,8.00,8.7
174,2015-07-31T16:42:35,66502754,539807232,4880,-90.42,1,-73.90,62.15,8.00,5.3
174,2015-07-31T16:42:35,6590935,539870400,9761,-30.71,1,-79.86,46.53,8.00,1.7
174,2015-07-31T16:42:35,30136159,539935360,14642,-70.19,2,-79.65,47.07,8.00,2.2
174,2015-07-31T16:42:35,26366415,539999296,13247,-102.67,1,-76.51,55.31,8.00,0.3
174,2015-07-31T16:42:35,64847492,540063168,14642,-45.23,2,-78.16,50.97,8.00,5.2
174,2015-07-31T16:42:35,63382935,540128128,9761,-95.59,2,-79.45,47.60,8.00,0.5
174,2015-07-31T16:42:35,54718731,540187904,4880,-77.26,1,-73.90,62.15,8.00,5.9
174,2015-07-31T16:42:35,41153804,552997184,13178,-90.99,5,-63.69,65.10,8.00,8
174,2015-07-31T16:42:35,58366981,577581440,16501,-81.1,4,-73.85,73.89,8.00,0.5
174,2015-07-31T16:42:35,27354086,577580800,8634,-94.42,3,-64.91,77.86,8.00,2.1
174,2015-07-31T16:42:35,4478321,586251904,4880,-63.07,1,-73.90,62.15,8.00,6.3
174,2015-07-31T16:42:35,19973506,589866048,9761,-75.85,1,-102.89,95.06,8.00,1.1
174,2015-07-31T16:42:35,57986540,589866560,4880,-87.83,1,-91.02,77.66,8.00,5.8
174,2015-07-31T16:42:35,10077945,596320768,4880,-100.95,1,-95.31,6.00,8.00,0.7
174,2015-07-31T16:42:35,37852719,599995904,4880,-99.03,1,-73.90,62.15,8.00,4.3
175,2015-07-31T16:42:35,4111211,500014912,22451,-96.72,1,-73.90,62.15,8.00,2.1
175,2015-07-31T16:42:35,10566841,500011488,9761,-94.41,1,-73.90,62.15,8.00,6.8
175,2015-07-31T16:42:35,41824285,500013920,4880,-59.63,1,-73.90,62.15,8.00,4.3
175,2015-07-31T16:42:35,49508310,503847744,13581,-87.39,4,-70.61,69.26,8.00,0.5
175,2015-07-31T16:42:35,108048,528430464,12507,-62.14,3,-82.93,65.81,8.00,2.4
175,2015-07-31T16:42:35,66502754,539807232,4880,-87.54,1,-73.90,62.15,8.00,5.5
175,2015-07-31T16:42:35,6590935,539870656,9063,-70.94,1,-80.73,44.23,8.00,3.9
175,2015-07-31T16:42:35,30136159,539935616,14642,-74.7,2,-79.18,48.30,8.00,3.9
175,2015-07-31T16:42:35,26366415,539999360,13421,-49.39,2,-77.74,52.07,8.00,2.3
175,2015-07-31T16:42:35,64847492,540063168,14642,-95.29,2,-77.94,51.56,8.00,5
175,2015-07-31T16:42:35,63382935,540128128,9761,-83.56,2,-79.33,47.90,8.00,7.3
175,2015-07-31T16:42:35,54718731,540187904,4880,-73.62,1,-73.90,62.15,8.00,5.2
175,2015-07-31T16:42:35,41153804,552997056,13178,-74.73,5,-62.55,66.08,8.00,0.9
175,2015-07-31T16:42:35,58366981,577581696,16501,-74.28,5,-77.90,73.21,8.00,2.6
175,2015-07-31T16:42:35,27354086,577580800,8634,-90.21,3,-64.91,77.86,8.00,7.4
175,2015-07-31T16:42:35,4478321,586251904,4880,-34.15,1,-73.90,62.15,8.00,6.5
175,2015-07-31T16:42:35,19973506,589866048,9761,-83.63,1,-102.89,95.06,8.00,4.1
175,2015-07-31T16:42:35,57986540,589866560,4880,-85.54,1,-91.02,77.66,8.00,5
175,2015-07-31T16:42:35,10077945,596320768,4880,-54.69,1,-95.31,6.00,8.00,4.6
175,2015-07-31T16:42:35,37852719,599995904,4880,-91.45,1,-73.90,62.15,8.00,4.7
176,2015-07-31T16:42:35,4111211,500015872,22451,-76.55,1,-73.90,62.15,8.00,2.1
176,2015-07-31T16:42:35,10566841,500011488,9761,-104.2,1,-73.90,62.15,8.00,0.9
176,2015-07-31T16:42:35,41824285,500013920,4880,-83.34,1,-73.90,62.15,8.00,3
176,2015-07-31T16:42:35,49508310,503847584,13533,-62.17,4,-71.66,72.07,8.00,1.8
176,2015-07-31T16:42:35,108048,528430144,12507,-91.69,3,-83.45,64.79,8.00,3.8
176,2015-07-31T16:42:35,66502754,539807232,4880,-68.92,1,-73.90,62.15,8.00,1.5
176,2015-07-31T16:42:35,6590935,539871168,7808,-67.59,1,-82.46,39.69,8.00,6.4
176,2015-07-31T16:42:35,30136159,539935872,14642,-83.46,2,-78.68,49.62,8.00,5.8
176,2015-07-31T16:42:35,26366415,539999104,13421,-60.98,2,-78.56,49.94,8.00,4.3
176,2015-07-31T16:42:35,64847492,540062912,14642,-93.96,2,-78.32,50.56,8.00,0.9
176,2015-07-31T16:42:35,63382935,540128128,9761,-67.33,2,-79.33,47.90,8.00,2.4
176,2015-07-31T16:42:35,54718731,540187904,4880,-43.7,1,-73.90,62.15,8.00,4.3
176,2015-07-31T16:42:35,41153804,552997312,11957,-73.25,5,-63.41,64.22,8.00,0.1
176,2015-07-31T16:42:35,58366981,577581568,16350,-65.9,3,-77.39,73.98,8.00,3.9
176,2015-07-31T16:42:35,27354086,577580800,8634,-97.45,3,-64.91,77.86,8.00,4.4
176,2015-07-31T16:42:35,4478321,586251904,4880,-96.62,1,-73.90,62.15,8.00,1.1
176,2015-07-31T16:42:35,19973506,589866048,9761,-89.16,1,-102.89,95.06,8.00,1.8
176,2015-07-31T16:42:35,57986540,589866560,4880,-101.48,1,-91.02,77.66,8.00,0.8
176,2015-07-31T16:42:35,10077945,596320768,4880,-99.88,1,-95.31,6.00,8.00,5.7
176,2015-07-31T16:42:35,37852719,599995904,4880,-67.78,1,-73.90,62.15,8.00,5
177,2015-07-31T16:42:35,4111211,500015872,22451,-73.91,1,-73.90,62.15,8.00,6.6
177,2015-07-31T16:42:35,10566841,500011488,9761,-68.13,1,-73.90,62.15,8.00,9.7
177,2015-07-31T16:42:35,41824285,500013920,4880,-67.63,1,-73.90,62.15,8.00,1.7
177,2015-07-31T16:42:35,49508310,503847712,13533,-49.85,5,-71.15,71.67,8.00,5
177,2015-07-31T16:42:35,108048,528430464,12507,-60.95,3,-83.17,64.48,8.00,0.7
177,2015-07-31T16:42:35,66502754,539807232,4880,-85.53,1,-73.90,62.15,8.00,3.3
177,2015-07-31T16:42:35,6590935,539871488,8134,-61.72,2,-83.25,37.63,8.00,7.2
177,2015-07-31T16:42:35,30136159,539936064,14642,-65.38,2,-78.41,50.31,8.00,6.4
177,2015-07-31T16:42:35,26366415,539998592,13945,-91.25,1,-77.73,52.11,8.00,0.1
177,2015-07-31T16:42:35,64847492,540062720,14642,-63.96,2,-79.08,48.57,8.00,9.6
177,2015-07-31T16:42:35,63382935,540128128,9761,-85.82,2,-79.41,47.71,8.00,5.1
177,2015-07-31T16:42:35,54718731,540187904,4880,-69.18,1,-73.90,62.15,8.00,6.9
177,2015-07-31T16:42:35,41153804,552997056,13015,-98.64,5,-63.05,64.02,8.00,1.5
177,2015-07-31T16:42:35,58366981,577581312,15374,-66.76,4,-79.95,74.43,8.00,6.7
177,2015-07-31T16:42:35,27354086,577580800,8634,-69.43,3,-64.91,77.86,8.00,4.8
177,2015-07-31T16:42:35,4478321,586251904,4880,-101.46,1,-73.90,62.15,8.00,2.7
177,2015-07-31T16:42:35,19973506,589866048,9761,-95.75,1,-102.89,95.06,8.00,1.2
177,2015-07-31T16:42:35,57986540,589866560,4880,-62.69,1,-91.02,77.66,8.00,5
177,2015-07-31T16:42:35,10077945,596320768,4880,-84.69,1,-95.31,6.00,8.00,4.6
177,2015-07-31T16:42:35,37852719,599995904,4880,-74.79,1,-73.90,62.15,8.00,0.3
178,2015-07-31T16:42:35,4111211,500015872,22451,-78.08,1,-73.90,62.15,8.00,7.2
178,2015-07-31T16:42:35,10566841,500011488,9761,-73.68,1,-73.90,62.15,8.00,6.9
178,2015-07-31T16:42:35,41824285,500012960,4880,-79.17,1,-73.90,62.15,8.00,0.7
178,2015-07-31T16:42:35,49508310,503847808,13533,-97.71,4,-70.82,68.45,8.00,1.8
178,2015-07-31T16:42:35,108048,528430304,12899,-62.24,2,-82.63,65.07,8.00,2.4
178,2015-07-31T16:42:35,66502754,539807232,4880,-72.84,1,-73.90,62.15,8.00,3.6
178,2015-07-31T16:42:35,6590935,539871680,8366,-103.61,2,-83.87,36.01,8.00,0.8
178,2015-07-31T16:42:35,30136159,539936064,14642,-94.6,2,-78.23,50.80,8.00,8.8
178,2015-07-31T16:42:35,26366415,539998592,13945,-65.3,1,-77.73,52.11,8.00,4.3
178,2015-07-31T16:42:35,64847492,540062464,14642,-33.43,2,-79.59,47.23,8.00,3.4
178,2015-07-31T16:42:35,63382935,540128128,9761,-55.52,2,-79.69,46.96,8.00,2.5
178,2015-07-31T16:42:35,54718731,540187904,4880,-98.71,1,-73.90,62.15,8.00,0.5
178,2015-07-31T16:42:35,41153804,552997376,13666,-56.45,5,-63.33,66.49,8.00,3.1
178,2015-07-31T16:42:35,58366981,577581312,15339,-103.29,5,-81.70,74.81,8.00,1.6
178,2015-07-31T16:42:35,27354086,577580800,8634,-87.24,3,-64.91,77.86,8.00,8.4
178,2015-07-31T16:42:35,4478321,586251904,4880,-87.24,1,-73.90,62.15,8.00,3
178,2015-07-31T16:42:35,19973506,589866048,9761,-80.7,1,-102.89,95.06,8.00,9.2
178,2015-07-31T16:42:35,57986540,589866560,4880,-98.4,1,-91.02,77.66,8.00,4
178,2015-07-31T16:42:35,10077945,596320768,4880,-35.13,1,-95.31,6.00,8.00,4.1
178,2015-07-31T16:42:35,37852719,599995904,4880,-92.07,1,-73.90,62.15,8.00,4.2
179,2015-07-31T16:42:35,4111211,500015872,22451,-57.48,1,-73.90,62.15,8.00,7.2
179,2015-07-31T16:42:35,10566841,500011488,9761,-55.1,1,-73.90,62.15,8.00,0.2
179,2015-07-31T16:42:35,41824285,500012960,4880,-88.43,1,-73.90,62.15,8.00,3.4
179,2015-07-31T16:42:35,49508310,503848000,14642,-102.91,4,-72.32,73.98,8.00,4
179,2015-07-31T16:42:35,108048,528430464,11714,-87.33,4,-83.69,62.98,8.00,3.9
179,2015-07-31T16:42:35,66502754,539807232,4880,-67.93,1,-73.90,62.15,8.00,7.2
179,2015-07-31T16:42:35,6590935,539870976,9151,-84.65,2,-81.81,41.41,8.00,2.8
179,2015-07-31T16:42:35,30136159,539936064,14642,-80.8,2,-77.88,51.70,8.00,1
179,2015-07-31T16:42:35,26366415,539999104,14031,-76.13,2,-78.37,50.44,8.00,7.4
179,2015-07-31T16:42:35,64847492,540062720,14642,-102.14,2,-79.10,48.51,8.00,1.1
179,2015-07-31T16:42:35,63382935,540128128,9761,-70.37,2,-80.15,45.76,8.00,7.9
179,2015-07-31T16:42:35,54718731,540187904,4880,-97.55,1,-73.90,62.15,8.00,5.4
179,2015-07-31T16:42:35,41153804,552997824,12073,-83.78,1,-65.52,66.26,8.00,3.1
179,2015-07-31T16:42:35,58366981,577581312,15339,-66.99,5,-81.70,74.81,8.00,5.7
179,2015-07-31T16:42:35,27354086,577580416,8873,-99.74,1,-64.52,80.82,8.00,3.2
179,2015-07-31T16:42:35,4478321,586251904,4880,-87.96,1,-73.90,62.15,8.00,3.8
179,2015-07-31T16:42:35,19973506,589866048,9761,-67.27,1,-102.89,95.06,8.00,0.6
179,2015-07-31T16:42:35,57986540,589866560,4880,-96.09,1,-91.02,77.66,8.00,2.6
179,2015-07-31T16:42:35,10077945,596320768,4880,-51.99,1,-95.31,6.00,8.00,0.9
179,2015-07-31T16:42:35,37852719,599995904,4880,-30.19,1,-73.90,62.15,8.00,10
180,2015-07-31T16:42:36,4111211,500015392,21474,-84.33,1,-73.90,62.15,8.00,4.3
180,2015-07-31T16:42:36,10566841,500011488,9761,-93.87,1,-73.90,62.15,8.00,5.7
180,2015-07-31T16:42:36,41824285,500012960,4880,-70.09,1,-73.90,62.15,8.00,6.5
180,2015-07-31T16:42:36,49508310,503848128,14642,-89.17,4,-72.49,74.20,8.00,4.6
180,2015-07-31T16:42:36,108048,528430944,12689,-73.83,3,-86.93,67.35,8.00,1.9
180,2015-07-31T16:42:36,66502754,539807232,4880,-79.34,1,-73.90,62.15,8.00,2.9
180,2015-07-31T16:42:36,6590935,539871168,9218,-76.37,2,-82.72,39.01,8.00,7.6
180,2015-07-31T16:42:36,30136159,539935872,14642,-71.12,2,-78.95,48.92,8.00,9.2
180,2015-07-31T16:42:36,26366415,539998976,13945,-63.1,1,-77.22,53.45,8.00,2.9
180,2015-07-31T16:42:36,64847492,540062464,14642,-70.43,2,-80.05,46.01,8.00,4.7
180,2015-07-31T16:42:36,63382935,540128128,9761,-36.5,2,-80.67,44.41,8.00,0
180,2015-07-31T16:42:36,54718731,540187904,4880,-68.41,1,-73.90,62.15,8.00,5.9
180,2015-07-31T16:42:36,41153804,552997568,12202,-100,4,-63.82,67.87,8.00,1
180,2015-07-31T16:42:36,58366981,577581184,15374,-44.53,3,-78.91,73.56,8.00,3.2
180,2015-07-31T16:42:36,27354086,577580416,8873,-41.06,1,-64.52,80.82,8.00,8.2
180,2015-07-31T16:42:36,4478321,586251904,4880,-83.15,1,-73.90,62.15,8.00,1.4
180,2015-07-31T16:42:36,19973506,589866048,9761,-93.56,1,-102.89,95.06,8.00,6
180,2015-07-31T16:42:36,57986540,589866560,4880,-64.01,1,-91.02,77.66,8.00,4.3
180,2015-07-31T16:42:36,10077945,596320768,4880,-65.8,1,-95.31,6.00,8.00,2.3
180,2015-07-31T16:42:36,37852719,599995904,4880,-70.77,1,-73.90,62.15,8.00,1
181,2015-07-31T16:42:37,10566841,500011488,9761,-72.45,1,-73.90,62.15,8.00,5.6
181,2015-07-31T16:42:37,4111211,500017344,19522,-59.1,1,-73.90,62.15,8.00,2.4
181,2015-07-31T16:42:37,41824285,500012960,4880,-93.21,1,-73.90,62.15,8.00,2.3
181,2015-07-31T16:42:37,49508310,503848032,13533,-100.99,5,-69.53,68.07,8.00,7.3
181,2015-07-31T16:42:37,108048,528430752,12811,-97.56,4,-87.44,69.10,8.00,9
