TCODE,TIMESTAMP,TXID,FREQ,BW,AMP,DEVCNT,X,Y,Z,TLW
0,2015-07-31T16:42:07,49508310,503848224,14642,-37.48,5,-73.30,72.06,8.00,4.8
0,2015-07-31T16:42:07,108048,528430912,9761,-93.96,4,-82.61,58.71,8.00,3.9
0,2015-07-31T16:42:07,66502754,539807232,4880,-83.26,1,-73.90,62.15,8.00,7
0,2015-07-31T16:42:07,6590935,539870656,9761,-79.68,2,-81.87,41.25,8.00,0.1
0,2015-07-31T16:42:07,30136159,539936576,14642,-43.6,2,-77.53,52.63,8.00,1
0,2015-07-31T16:42:07,26366415,540001216,9761,-93.29,2,-79.83,46.60,8.00,1.9
0,2015-07-31T16:42:07,64847492,540062208,14642,-74.02,2,-80.79,44.09,8.00,1.2
0,2015-07-31T16:42:07,63382935,540128128,9761,-37.7,2,-80.06,45.99,8.00,5.5
0,2015-07-31T16:42:07,54718731,540187904,4880,-99.2,1,-73.90,62.15,8.00,1.6
0,2015-07-31T16:42:07,41153804,552998528,9761,-62.29,4,-63.06,73.09,8.00,6
0,2015-07-31T16:42:07,27354086,577581952,19522,-89.51,4,-75.48,75.92,8.00,1.1
0,2015-07-31T16:42:07,57986540,589863616,4880,-80.18,1,-102.89,95.06,8.00,3.3
1,2015-07-31T16:42:07,41824285,500010016,4880,-97.23,1,-73.90,62.15,8.00,8
1,2015-07-31T16:42:07,49508310,503848224,14642,-78.59,5,-74.89,66.38,8.00,6.5
1,2015-07-31T16:42:07,108048,528430592,12201,-86.38,4,-83.95,56.96,8.00,3.4
1,2015-07-31T16:42:07,66502754,539807232,4880,-82.3,1,-73.90,62.15,8.00,4.6
1,2015-07-31T16:42:07,6590935,539870656,9761,-81.96,2,-81.56,42.07,8.00,0
1,2015-07-31T16:42:07,30136159,539936000,14642,-83.16,2,-79.31,47.96,8.00,1.7
1,2015-07-31T16:42:07,26366415,540000000,11388,-59.59,1,-77.85,51.78,8.00,2.7
1,2015-07-31T16:42:07,64847492,540062848,14642,-93.83,2,-79.71,46.91,8.00,5.5
1,2015-07-31T16:42:07,63382935,540127488,9761,-56.85,2,-81.43,42.40,8.00,1.9
1,2015-07-31T16:42:07,54718731,540187904,4880,-96.93,1,-73.90,62.15,8.00,1.5
1,2015-07-31T16:42:07,41153804,552997568,8676,-43.84,2,-65.17,65.56,8.00,0.7
1,2015-07-31T16:42:07,27354086,577581632,17082,-67.67,4,-67.08,68.46,8.00,1.4
1,2015-07-31T16:42:07,19973506,589866048,9761,-81.89,1,-102.89,95.06,8.00,0.5
1,2015-07-31T16:42:07,57986540,589863616,4880,-76.85,1,-102.89,95.06,8.00,2
2,2015-07-31T16:42:07,41824285,500010016,4880,-78.49,1,-73.90,62.15,8.00,9.1
2,2015-07-31T16:42:07,49508310,503848192,14642,-98.55,4,-75.03,65.07,8.00,0.7
2,2015-07-31T16:42:07,108048,528430720,11388,-97.41,4,-86.01,61.68,8.00,2.1
2,2015-07-31T16:42:07,66502754,539807232,4880,-74.1,1,-73.90,62.15,8.00,0.4
2,2015-07-31T16:42:07,6590935,539870656,9761,-80.58,2,-81.23,42.92,8.00,2.9
2,2015-07-31T16:42:07,30136159,539935744,14642,-75.18,2,-80.08,45.95,8.00,3
2,2015-07-31T16:42:07,26366415,539999360,12201,-49.62,1,-76.87,54.37,8.00,4.3
2,2015-07-31T16:42:07,64847492,540062592,14642,-103.29,2,-80.15,45.75,8.00,4.6
2,2015-07-31T16:42:07,63382935,540127744,9761,-56.08,2,-80.85,43.92,8.00,6
2,2015-07-31T16:42:07,54718731,540187904,4880,-84.78,1,-73.90,62.15,8.00,2.3
2,2015-07-31T16:42:07,41153804,552997952,10807,-94.51,5,-68.43,65.45,8.00,4.8
2,2015-07-31T16:42:07,27354086,577581120,16269,-69.94,4,-68.55,67.40,8.00,2.1
2,2015-07-31T16:42:07,19973506,589866048,9761,-59.25,1,-102.89,95.06,8.00,0.7
2,2015-07-31T16:42:07,57986540,589863616,4880,-89.82,1,-102.89,95.06,8.00,5.1
3,2015-07-31T16:42:07,41824285,500010016,4880,-104.47,1,-73.90,62.15,8.00,1.6
3,2015-07-31T16:42:07,10566841,500012480,9761,-99.59,1,-73.90,62.15,8.00,4.5
3,2015-07-31T16:42:07,49508310,503848000,13780,-98.41,3,-71.34,66.20,8.00,4.6
3,2015-07-31T16:42:07,108048,528430464,12039,-90.21,3,-85.05,62.86,8.00,1.6
3,2015-07-31T16:42:07,66502754,539807232,4880,-82.39,1,-73.90,62.15,8.00,7.2
3,2015-07-31T16:42:07,6590935,539870656,9761,-36.77,2,-81.31,42.71,8.00,0
3,2015-07-31T16:42:07,30136159,539935680,14642,-73.53,2,-80.46,44.95,8.00,5.5
3,2015-07-31T16:42:07,26366415,539999040,12690,-80.95,1,-76.27,55.93,8.00,8.5
3,2015-07-31T16:42:07,64847492,540062528,14642,-99.61,2,-80.44,45.00,8.00,6.2
3,2015-07-31T16:42:07,63382935,540127808,9761,-81.28,2,-80.99,43.56,8.00,1.2
3,2015-07-31T16:42:07,54718731,540187904,4880,-30.85,1,-73.90,62.15,8.00,2.6
3,2015-07-31T16:42:07,41153804,552998080,11816,-81.25,5,-67.20,65.69,8.00,8.7
3,2015-07-31T16:42:07,27354086,577581184,15862,-103.21,4,-71.09,70.81,8.00,1.3
3,2015-07-31T16:42:07,19973506,589866048,9761,-78.18,1,-102.89,95.06,8.00,0.7
3,2015-07-31T16:42:07,57986540,589863616,4880,-60.47,1,-102.89,95.06,8.00,5.7
4,2015-07-31T16:42:07,41824285,500010016,4880,-95.09,1,-73.90,62.15,8.00,6.7
4,2015-07-31T16:42:07,10566841,500012480,9761,-83.25,1,-73.90,62.15,8.00,8.3
4,2015-07-31T16:42:07,49508310,503847936,13976,-79,5,-71.82,67.79,8.00,6.1
4,2015-07-31T16:42:07,108048,528430592,12345,-56.47,2,-85.85,64.75,8.00,0.4
4,2015-07-31T16:42:07,66502754,539807232,4880,-85.98,1,-73.90,62.15,8.00,3.2
4,2015-07-31T16:42:07,6590935,539870656,9761,-88.97,2,-81.67,41.78,8.00,8.4
4,2015-07-31T16:42:07,30136159,539935872,14642,-76.23,2,-79.81,46.65,8.00,0.5
4,2015-07-31T16:42:07,26366415,539999296,13247,-84.46,2,-77.03,53.94,8.00,7
4,2015-07-31T16:42:07,64847492,540062464,14642,-34.93,2,-80.34,45.27,8.00,4.3
4,2015-07-31T16:42:07,63382935,540127872,9761,-100.18,2,-81.12,43.21,8.00,3.9
4,2015-07-31T16:42:07,54718731,540187904,4880,-58.72,1,-73.90,62.15,8.00,8.9
4,2015-07-31T16:42:07,41153804,552997888,12934,-96.55,5,-69.57,64.94,8.00,6.6
4,2015-07-31T16:42:07,27354086,577580928,14642,-92.66,4,-70.47,71.60,8.00,3.7
4,2015-07-31T16:42:07,19973506,589866048,9761,-67.93,1,-102.89,95.06,8.00,3.5
4,2015-07-31T16:42:07,57986540,589863616,4880,-73.69,1,-102.89,95.06,8.00,9.3
5,2015-07-31T16:42:07,10566841,500010016,9761,-57.2,1,-73.90,62.15,8.00,1.3
5,2015-07-31T16:42:07,41824285,500010016,4880,-63.85,1,-73.90,62.15,8.00,6.4
5,2015-07-31T16:42:07,49508310,503847840,13910,-80.51,3,-71.31,68.42,8.00,6.8
5,2015-07-31T16:42:07,108048,528430752,13421,-82.73,3,-87.82,69.13,8.00,2.8
5,2015-07-31T16:42:07,66502754,539807232,4880,-95.7,1,-73.90,62.15,8.00,3.4
5,2015-07-31T16:42:07,6590935,539870656,9761,-79.38,2,-81.64,41.84,8.00,5.3
5,2015-07-31T16:42:07,30136159,539935616,14642,-87.62,2,-80.36,45.20,8.00,2.7
5,2015-07-31T16:42:07,26366415,539998592,14642,-81.58,2,-77.66,52.30,8.00,7.7
5,2015-07-31T16:42:07,64847492,540062720,14642,-57.5,2,-79.72,46.88,8.00,6.2
5,2015-07-31T16:42:07,63382935,540127872,9761,-93.14,2,-81.36,42.59,8.00,4.3
5,2015-07-31T16:42:07,54718731,540187904,4880,-59.68,1,-73.90,62.15,8.00,8.3
5,2015-07-31T16:42:07,41153804,552997696,13755,-74.06,5,-71.01,68.29,8.00,2.9
5,2015-07-31T16:42:07,27354086,577580672,13614,-62.52,3,-72.18,72.98,8.00,5.5
5,2015-07-31T16:42:07,19973506,589866048,9761,-71.54,1,-102.89,95.06,8.00,7.1
5,2015-07-31T16:42:07,57986540,589863616,4880,-71.25,1,-102.89,95.06,8.00,1.2
6,2015-07-31T16:42:07,10566841,500010016,9761,-98.39,1,-73.90,62.15,8.00,8.2
6,2015-07-31T16:42:07,41824285,500008800,4880,-66.87,1,-73.90,62.15,8.00,4.4
6,2015-07-31T16:42:07,49508310,503847712,12689,-95.68,5,-67.26,69.38,8.00,0.6
6,2015-07-31T16:42:07,108048,528430464,13421,-56.31,4,-86.22,69.57,8.00,2.2
6,2015-07-31T16:42:07,66502754,539807232,4880,-81.84,1,-73.90,62.15,8.00,5.4
6,2015-07-31T16:42:07,6590935,539870656,9761,-38.5,2,-81.48,42.26,8.00,2.7
6,2015-07-31T16:42:07,30136159,539935616,14642,-103.56,2,-80.02,46.09,8.00,0.9
6,2015-07-31T16:42:07,26366415,539998976,13945,-79.22,1,-77.66,52.30,8.00,7.5
6,2015-07-31T16:42:07,64847492,540062464,14642,-86.89,2,-80.24,45.51,8.00,2.6
6,2015-07-31T16:42:07,63382935,540128128,9761,-72.92,2,-80.94,43.70,8.00,7.8
6,2015-07-31T16:42:07,54718731,540187904,4880,-65.41,1,-73.90,62.15,8.00,9.6
6,2015-07-31T16:42:07,41153804,552997696,14642,-81.78,4,-64.95,68.48,8.00,1.2
6,2015-07-31T16:42:07,27354086,577580288,13614,-93.72,4,-74.43,76.44,8.00,3.3
6,2015-07-31T16:42:07,19973506,589866048,9761,-72.8,1,-102.89,95.06,8.00,3.3
6,2015-07-31T16:42:07,57986540,589866048,4880,-100.85,1,-102.89,95.06,8.00,3.4
7,2015-07-31T16:42:07,41824285,500008800,4880,-82.94,1,-73.90,62.15,8.00,8.9
7,2015-07-31T16:42:07,10566841,500012480,9761,-70.43,1,-73.90,62.15,8.00,3.6
7,2015-07-31T16:42:07,49508310,503847648,11620,-68.45,5,-63.90,68.66,8.00,6.5
7,2015-07-31T16:42:07,108048,528430496,14642,-63.03,2,-84.11,67.83,8.00,2.1
7,2015-07-31T16:42:07,66502754,539807232,4880,-89.53,1,-73.90,62.15,8.00,4.5
7,2015-07-31T16:42:07,6590935,539870656,9761,-64.52,2,-81.72,41.64,8.00,5.4
7,2015-07-31T16:42:07,30136159,539935616,14642,-85.8,2,-79.59,47.23,8.00,0.1
7,2015-07-31T16:42:07,26366415,539999360,14031,-75.73,2,-78.74,49.46,8.00,6.3
7,2015-07-31T16:42:07,64847492,540062720,14642,-70.93,2,-79.54,47.37,8.00,0.5
7,2015-07-31T16:42:07,63382935,540128128,9761,-63.6,2,-81.16,43.10,8.00,4.3
7,2015-07-31T16:42:07,54718731,540188864,4880,-93.46,1,-78.18,50.92,8.00,7.2
7,2015-07-31T16:42:07,41153804,552996800,14128,-84.99,1,-61.87,69.79,8.00,2.6
7,2015-07-31T16:42:07,27354086,577580416,14642,-59.48,4,-73.35,77.10,8.00,5.4
7,2015-07-31T16:42:07,19973506,589866048,9761,-88.45,1,-102.89,95.06,8.00,0.2
7,2015-07-31T16:42:07,57986540,589865216,4880,-103.86,1,-102.89,95.06,8.00,1.3
8,2015-07-31T16:42:07,4111211,500019808,34164,-65.1,1,-73.90,62.15,8.00,1.7
8,2015-07-31T16:42:07,41824285,500008800,4880,-90.03,1,-73.90,62.15,8.00,5.8
8,2015-07-31T16:42:07,10566841,500012480,9761,-95.11,1,-73.90,62.15,8.00,3.6
8,2015-07-31T16:42:07,49508310,503847744,11459,-72.48,5,-66.13,68.18,8.00,2
8,2015-07-31T16:42:07,108048,528430496,14642,-62.08,3,-86.48,67.58,8.00,5.2
8,2015-07-31T16:42:07,66502754,539807232,4880,-88.86,1,-73.90,62.15,8.00,2.4
8,2015-07-31T16:42:07,6590935,539870656,9761,-67.28,2,-81.83,41.36,8.00,4.3
8,2015-07-31T16:42:07,30136159,539935616,14642,-39.99,2,-79.22,48.19,8.00,3.6
8,2015-07-31T16:42:07,26366415,539999680,13421,-85.33,1,-78.74,49.46,8.00,6.6
8,2015-07-31T16:42:07,64847492,540062720,14642,-91.39,2,-79.19,48.28,8.00,2
8,2015-07-31T16:42:07,63382935,540128128,9761,-88.7,2,-81.16,43.10,8.00,9.2
8,2015-07-31T16:42:07,54718731,540188864,4880,-66.44,1,-78.18,50.92,8.00,3
8,2015-07-31T16:42:07,41153804,552997312,13247,-48.52,1,-62.27,64.61,8.00,0.7
8,2015-07-31T16:42:07,27354086,577580288,14641,-72.91,4,-73.87,75.10,8.00,4.2
8,2015-07-31T16:42:07,19973506,589866048,9761,-70.89,1,-102.89,95.06,8.00,5
8,2015-07-31T16:42:07,57986540,589865216,4880,-61.09,1,-102.89,95.06,8.00,5.9
9,2015-07-31T16:42:07,4111211,500017344,29283,-67.06,1,-73.90,62.15,8.00,3.9
9,2015-07-31T16:42:07,41824285,500008800,4880,-81.88,1,-73.90,62.15,8.00,1.4
9,2015-07-31T16:42:07,10566841,500012480,9761,-87.66,1,-73.90,62.15,8.00,7.9
9,2015-07-31T16:42:07,49508310,503847840,11459,-101.18,5,-66.65,67.23,8.00,5.3
9,2015-07-31T16:42:07,108048,528430624,14642,-76.67,3,-85.89,67.32,8.00,4.9
9,2015-07-31T16:42:07,66502754,539807232,4880,-102.33,1,-73.90,62.15,8.00,2.8
9,2015-07-31T16:42:07,6590935,539870656,9761,-73.57,2,-81.36,42.59,8.00,9.7
9,2015-07-31T16:42:07,30136159,539935360,14642,-68.89,2,-79.76,46.77,8.00,3.7
9,2015-07-31T16:42:07,26366415,539999296,13247,-87.13,1,-78.00,51.40,8.00,3.2
9,2015-07-31T16:42:07,64847492,540062720,14642,-100.14,2,-79.55,47.34,8.00,5.2
9,2015-07-31T16:42:07,63382935,540127872,9761,-77.63,2,-81.30,42.73,8.00,4.6
9,2015-07-31T16:42:07,54718731,540188864,4880,-98.63,1,-78.18,50.92,8.00,0.8
9,2015-07-31T16:42:07,41153804,552997120,13341,-77.69,5,-66.41,63.99,8.00,6.8
9,2015-07-31T16:42:07,27354086,577580544,15727,-64.02,3,-75.45,75.37,8.00,5.4
9,2015-07-31T16:42:07,19973506,589866048,9761,-76.51,1,-102.89,95.06,8.00,2.5
9,2015-07-31T16:42:07,57986540,589864832,4880,-55.84,1,-102.89,95.06,8.00,6.7
10,2015-07-31T16:42:08,4111211,500017344,29283,-73.87,1,-73.90,62.15,8.00,5.1
10,2015-07-31T16:42:08,41824285,500008800,4880,-96.28,1,-73.90,62.15,8.00,6.2
10,2015-07-31T16:42:08,10566841,500012480,9761,-61.24,1,-73.90,62.15,8.00,3.4
10,2015-07-31T16:42:08,49508310,503847872,10923,-84.04,1,-64.95,62.71,8.00,5.9
10,2015-07-31T16:42:08,108048,528430496,14266,-35.1,1,-81.22,59.83,8.00,5
10,2015-07-31T16:42:08,66502754,539807232,4880,-88.06,1,-73.90,62.15,8.00,6
10,2015-07-31T16:42:08,6590935,539870656,9761,-76.37,2,-81.36,42.59,8.00,0.5
10,2015-07-31T16:42:08,30136159,539935360,14642,-76.2,2,-79.76,46.77,8.00,1.4
10,2015-07-31T16:42:08,26366415,539999296,13247,-70.1,1,-78.00,51.40,8.00,5.6
10,2015-07-31T16:42:08,64847492,540062720,14642,-86.42,2,-79.55,47.34,8.00,2.9
10,2015-07-31T16:42:08,63382935,540127872,9761,-71.78,2,-81.30,42.73,8.00,4.4
10,2015-07-31T16:42:08,54718731,540188864,4880,-45.89,1,-78.18,50.92,8.00,4.1
10,2015-07-31T16:42:08,41153804,552997120,12608,-75.07,1,-67.22,57.44,8.00,1
10,2015-07-31T16:42:08,27354086,577580544,15727,-79.29,3,-75.45,75.37,8.00,1.6
10,2015-07-31T16:42:08,19973506,589866048,9761,-100.24,1,-102.89,95.06,8.00,3.1
10,2015-07-31T16:42:08,57986540,589864832,4880,-85.09,1,-102.89,95.06,8.00,1.7
11,2015-07-31T16:42:09,4111211,500017344,29283,-88,1,-73.90,62.15,8.00,1.7
11,2015-07-31T16:42:09,41824285,500008800,4880,-103.17,1,-73.90,62.15,8.00,3.2
11,2015-07-31T16:42:09,10566841,500012480,9761,-62.65,1,-73.90,62.15,8.00,5.4
11,2015-07-31T16:42:09,49508310,503847968,11196,-76.23,1,-65.07,58.96,8.00,7.5
11,2015-07-31T16:42:09,108048,528431296,13666,-67.32,1,-78.38,55.79,8.00,2.2
11,2015-07-31T16:42:09,66502754,539807232,4880,-97.06,1,-73.90,62.15,8.00,9.8
11,2015-07-31T16:42:09,6590935,539870656,9761,-59.1,2,-81.36,42.59,8.00,4.5
11,2015-07-31T16:42:09,30136159,539935360,14642,-76.29,2,-79.76,46.77,8.00,6.1
11,2015-07-31T16:42:09,26366415,539999296,13247,-86.24,1,-78.00,51.40,8.00,0.7
11,2015-07-31T16:42:09,64847492,540062720,14642,-71.92,2,-79.55,47.34,8.00,1
11,2015-07-31T16:42:09,63382935,540127872,9761,-58.74,2,-81.30,42.73,8.00,7.5
11,2015-07-31T16:42:09,54718731,540188864,4880,-89.99,1,-78.18,50.92,8.00,5.5
11,2015-07-31T16:42:09,41153804,552997696,13015,-43.2,1,-64.69,52.93,8.00,2
11,2015-07-31T16:42:09,27354086,577580544,15557,-66.79,1,-71.11,69.14,8.00,1.3
11,2015-07-31T16:42:09,19973506,589866048,9761,-86.8,1,-102.89,95.06,8.00,5.7
11,2015-07-31T16:42:09,57986540,589864576,4880,-89.25,1,-91.02,77.66,8.00,1.7
12,2015-07-31T16:42:09,4111211,500017344,29283,-82.67,1,-73.90,62.15,8.00,8.5
12,2015-07-31T16:42:09,41824285,500008800,4880,-85.5,1,-73.90,62.15,8.00,3.7
12,2015-07-31T16:42:09,10566841,500012480,9761,-78.78,1,-73.90,62.15,8.00,3
12,2015-07-31T16:42:09,49508310,503848128,11639,-69.6,1,-65.50,54.53,8.00,8.8
12,2015-07-31T16:42:09,108048,528431136,13557,-78.67,1,-74.31,49.45,8.00,5.5
12,2015-07-31T16:42:09,66502754,539807232,4880,-95.22,1,-73.90,62.15,8.00,9.3
12,2015-07-31T16:42:09,6590935,539870656,9761,-66.15,2,-81.36,42.59,8.00,4.5
12,2015-07-31T16:42:09,30136159,539935360,14642,-76.82,2,-79.76,46.77,8.00,1.5
12,2015-07-31T16:42:09,26366415,539999296,13247,-60.85,1,-78.00,51.40,8.00,2.3
12,2015-07-31T16:42:09,64847492,540062720,14642,-89.63,2,-79.55,47.34,8.00,5.6
12,2015-07-31T16:42:09,63382935,540127872,9761,-92.21,2,-81.30,42.73,8.00,9.6
12,2015-07-31T16:42:09,54718731,540188864,4880,-89.38,1,-78.18,50.92,8.00,7.1
12,2015-07-31T16:42:09,41153804,552996224,11931,-89.4,1,-60.65,37.23,8.00,3.6
12,2015-07-31T16:42:09,27354086,577580928,15392,-60.62,1,-69.53,61.90,8.00,2.6
12,2015-07-31T16:42:09,19973506,589866048,9761,-47.11,1,-102.89,95.06,8.00,6.7
12,2015-07-31T16:42:09,57986540,589864576,4880,-71.89,1,-79.16,60.26,8.00,0
13,2015-07-31T16:42:09,4111211,500017344,29283,-86.36,1,-73.90,62.15,8.00,1.8
13,2015-07-31T16:42:09,41824285,500008800,4880,-80.76,1,-73.90,62.15,8.00,2.3
13,2015-07-31T16:42:09,10566841,500012480,9761,-63.01,1,-73.90,62.15,8.00,0.1
13,2015-07-31T16:42:09,49508310,503848448,12472,-81.34,1,-61.50,41.81,8.00,1.1
13,2015-07-31T16:42:09,108048,528431712,13248,-40.93,1,-62.23,36.26,8.00,2.4
13,2015-07-31T16:42:09,66502754,539807232,4880,-43.53,1,-73.90,62.15,8.00,6.5
13,2015-07-31T16:42:09,6590935,539870656,9761,-89.34,2,-81.36,42.59,8.00,1.2
13,2015-07-31T16:42:09,30136159,539935360,14642,-77.21,2,-79.76,46.77,8.00,3.3
13,2015-07-31T16:42:09,26366415,539999296,13247,-103.26,1,-78.00,51.40,8.00,7.2
13,2015-07-31T16:42:09,64847492,540062720,14642,-92.3,2,-79.55,47.34,8.00,4.5
13,2015-07-31T16:42:09,63382935,540127872,9761,-89.86,2,-81.30,42.73,8.00,2.4
13,2015-07-31T16:42:09,54718731,540188864,4880,-87.39,1,-78.18,50.92,8.00,5.1
13,2015-07-31T16:42:09,41153804,552996480,12473,-71.39,1,-54.90,37.46,8.00,0.1
13,2015-07-31T16:42:09,27354086,577581056,13178,-56.54,1,-68.19,53.91,8.00,0.8
13,2015-07-31T16:42:09,19973506,589866048,9761,-97.76,1,-102.89,95.06,8.00,1.8
13,2015-07-31T16:42:09,57986540,589864576,4880,-96.82,1,-79.16,60.26,8.00,7
14,2015-07-31T16:42:09,4111211,500017344,29283,-87.4,1,-73.90,62.15,8.00,8.3
14,2015-07-31T16:42:09,41824285,500008800,4880,-68.46,1,-73.90,62.15,8.00,4
14,2015-07-31T16:42:09,10566841,500012480,9761,-67.98,1,-73.90,62.15,8.00,0.8
14,2015-07-31T16:42:09,49508310,503848704,9761,-77.96,1,-43.56,8.07,8.00,2.5
14,2015-07-31T16:42:09,108048,528431776,11714,-72.49,1,-43.56,8.07,8.00,9
14,2015-07-31T16:42:09,66502754,539807232,4880,-96.25,1,-73.90,62.15,8.00,0.1
14,2015-07-31T16:42:09,6590935,539870656,9761,-34.21,2,-81.36,42.59,8.00,6.6
14,2015-07-31T16:42:09,30136159,539935360,14642,-88.61,2,-79.76,46.77,8.00,1.7
14,2015-07-31T16:42:09,26366415,539999296,13247,-82.22,1,-78.00,51.40,8.00,2.2
14,2015-07-31T16:42:09,64847492,540062720,14642,-101.77,2,-79.55,47.34,8.00,0.8
14,2015-07-31T16:42:09,63382935,540127872,9761,-81.73,2,-81.30,42.73,8.00,0
14,2015-07-31T16:42:09,54718731,540188864,4880,-36.46,1,-78.18,50.92,8.00,0.6
14,2015-07-31T16:42:09,41153804,552997824,8784,-83.82,1,-43.56,8.07,8.00,7.1
14,2015-07-31T16:42:09,27354086,577581312,11853,-74.72,1,-57.28,37.28,8.00,1.7
14,2015-07-31T16:42:09,19973506,589866048,9761,-104.26,1,-102.89,95.06,8.00,6.1
14,2015-07-31T16:42:09,57986540,589864576,4880,-86.76,1,-79.16,60.26,8.00,1
15,2015-07-31T16:42:09,4111211,500017344,29283,-66.19,1,-73.90,62.15,8.00,1
15,2015-07-31T16:42:09,41824285,500008800,4880,-102.28,1,-73.90,62.15,8.00,7.9
15,2015-07-31T16:42:09,10566841,500012480,9761,-58.58,1,-73.90,62.15,8.00,6.9
15,2015-07-31T16:42:09,49508310,503848704,9761,-70.56,1,-43.56,8.07,8.00,1
15,2015-07-31T16:42:09,108048,528431296,10737,-31.02,1,-43.56,8.07,8.00,9.1
15,2015-07-31T16:42:09,66502754,539807232,4880,-81.96,1,-73.90,62.15,8.00,7.1
15,2015-07-31T16:42:09,6590935,539870656,9761,-81.46,2,-81.36,42.59,8.00,2.3
15,2015-07-31T16:42:09,30136159,539935360,14642,-97.34,2,-79.76,46.77,8.00,4.3
15,2015-07-31T16:42:09,26366415,539999296,13247,-76.31,1,-78.00,51.40,8.00,2.5
15,2015-07-31T16:42:09,64847492,540062720,14642,-96.4,2,-79.55,47.34,8.00,3.9
15,2015-07-31T16:42:09,63382935,540127872,9761,-51.74,2,-81.30,42.73,8.00,1.9
15,2015-07-31T16:42:09,54718731,540188864,4880,-82.82,1,-78.18,50.92,8.00,9.9
15,2015-07-31T16:42:09,41153804,552997824,8784,-33.29,1,-43.56,8.07,8.00,7.5
15,2015-07-31T16:42:09,27354086,577581824,8785,-85.11,1,-43.56,8.07,8.00,2.9
15,2015-07-31T16:42:09,19973506,589866048,9761,-30.47,1,-102.89,95.06,8.00,1.3
15,2015-07-31T16:42:09,57986540,589864576,4880,-66.04,1,-79.16,60.26,8.00,7
16,2015-07-31T16:42:09,4111211,500017344,29283,-75.98,1,-73.90,62.15,8.00,7.4
16,2015-07-31T16:42:09,41824285,500008800,4880,-67.77,1,-73.90,62.15,8.00,4.6
16,2015-07-31T16:42:09,10566841,500012480,9761,-74.12,1,-73.90,62.15,8.00,1.2
16,2015-07-31T16:42:09,49508310,503848704,9761,-76.53,1,-43.56,8.07,8.00,5.9
16,2015-07-31T16:42:09,108048,528431296,10737,-56.56,1,-43.56,8.07,8.00,0.2
16,2015-07-31T16:42:09,66502754,539807232,4880,-64.68,1,-73.90,62.15,8.00,1.7
16,2015-07-31T16:42:09,6590935,539870656,9761,-86.88,2,-81.36,42.59,8.00,3
16,2015-07-31T16:42:09,30136159,539935360,14642,-83.68,2,-79.76,46.77,8.00,9.5
16,2015-07-31T16:42:09,26366415,539999296,13247,-87.36,1,-78.00,51.40,8.00,7.4
16,2015-07-31T16:42:09,64847492,540062720,14642,-53.63,2,-79.55,47.34,8.00,2.8
16,2015-07-31T16:42:09,63382935,540127872,9761,-76.12,2,-81.30,42.73,8.00,3.3
16,2015-07-31T16:42:09,54718731,540188864,4880,-79.24,1,-78.18,50.92,8.00,4.3
16,2015-07-31T16:42:09,41153804,552997824,8784,-89.18,1,-43.56,8.07,8.00,6.3
16,2015-07-31T16:42:09,27354086,577581824,8785,-83.01,1,-43.56,8.07,8.00,0.2
16,2015-07-31T16:42:09,19973506,589866048,9761,-93.85,1,-102.89,95.06,8.00,5.9
16,2015-07-31T16:42:09,57986540,589864576,4880,-79.04,1,-79.16,60.26,8.00,6.2
17,2015-07-31T16:42:09,4111211,500017344,29283,-88.77,1,-73.90,62.15,8.00,4.7
17,2015-07-31T16:42:09,41824285,500008800,4880,-80.42,1,-73.90,62.15,8.00,5.8
17,2015-07-31T16:42:09,10566841,500012480,9761,-35.59,1,-73.90,62.15,8.00,4.4
17,2015-07-31T16:42:09,49508310,503848704,9761,-93.51,1,-43.56,8.07,8.00,6.3
17,2015-07-31T16:42:09,108048,528431776,9761,-81.24,1,-43.56,8.07,8.00,6.8
17,2015-07-31T16:42:09,66502754,539807232,4880,-92.05,1,-73.90,62.15,8.00,7.1
17,2015-07-31T16:42:09,6590935,539870656,9761,-68.29,2,-81.36,42.59,8.00,8.6
17,2015-07-31T16:42:09,30136159,539935360,14642,-92.2,2,-79.76,46.77,8.00,3.2
17,2015-07-31T16:42:09,26366415,539999296,13247,-81.91,1,-78.00,51.40,8.00,4.5
17,2015-07-31T16:42:09,64847492,540062720,14642,-90.9,2,-79.55,47.34,8.00,6.4
17,2015-07-31T16:42:09,63382935,540127872,9761,-103.87,2,-81.30,42.73,8.00,5
17,2015-07-31T16:42:09,54718731,540188864,4880,-84.17,1,-78.18,50.92,8.00,6.2
17,2015-07-31T16:42:09,41153804,552997824,8784,-73.62,1,-43.56,8.07,8.00,0.4
17,2015-07-31T16:42:09,27354086,577581824,8785,-61.77,1,-43.56,8.07,8.00,3.1
17,2015-07-31T16:42:09,19973506,589866048,9761,-74.58,1,-102.89,95.06,8.00,3.7
17,2015-07-31T16:42:09,57986540,589864576,4880,-59.14,1,-79.16,60.26,8.00,6.3
18,2015-07-31T16:42:09,4111211,500017344,29283,-62.48,1,-73.90,62.15,8.00,6.7
18,2015-07-31T16:42:09,41824285,500008800,4880,-61.02,1,-73.90,62.15,8.00,5
18,2015-07-31T16:42:09,10566841,500012480,9761,-57.62,1,-73.90,62.15,8.00,9.5
18,2015-07-31T16:42:09,49508310,503848704,9761,-78.62,1,-43.56,8.07,8.00,5.9
18,2015-07-31T16:42:09,108048,528432288,8785,-90.92,1,-43.56,8.07,8.00,7.8
