TCODE,TIMESTAMP,TXID,FREQ,BW,AMP,DEVCNT,X,Y,Z
146,2015-07-31T16:42:31,10077945,596320768,4880,0,1,-95.31,6.00,8.00
147,2015-07-31T16:42:31,4111211,500009536,19523,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,41824285,500009056,4880,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,10566841,500016384,9761,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,49508310,503847776,13625,0,5,-70.98,67.66,8.00
147,2015-07-31T16:42:31,108048,528430496,12550,0,3,-82.54,67.51,8.00
147,2015-07-31T16:42:31,66502754,539807232,4880,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,6590935,539871616,8785,0,1,-82.46,39.69,8.00
147,2015-07-31T16:42:31,30136159,539935616,14642,0,2,-79.31,47.95,8.00
147,2015-07-31T16:42:31,26366415,539998784,13829,0,1,-74.79,59.82,8.00
147,2015-07-31T16:42:31,64847492,540062912,13666,0,2,-79.55,47.33,8.00
147,2015-07-31T16:42:31,63382935,540127872,9761,0,2,-80.21,45.61,8.00
147,2015-07-31T16:42:31,54718731,540187904,4880,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,41153804,552997312,11713,0,1,-66.62,66.21,8.00
147,2015-07-31T16:42:31,58366981,577581120,15804,0,5,-79.47,78.33,8.00
147,2015-07-31T16:42:31,27354086,577581504,9151,0,2,-68.07,70.66,8.00
147,2015-07-31T16:42:31,4478321,586251904,4880,0,1,-73.90,62.15,8.00
147,2015-07-31T16:42:31,19973506,589865344,9761,0,1,-92.42,79.71,8.00
147,2015-07-31T16:42:31,57986540,589864576,4880,0,1,-91.02,77.66,8.00
147,2015-07-31T16:42:31,10077945,596320768,4880,0,1,-95.31,6.00,8.00
148,2015-07-31T16:42:31,4111211,500009536,19523,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,41824285,500009056,4880,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,10566841,500016384,9761,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,49508310,503847680,12608,0,5,-68.61,66.48,8.00
148,2015-07-31T16:42:31,108048,528430656,12550,0,3,-80.90,65.02,8.00
148,2015-07-31T16:42:31,66502754,539807232,4880,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,6590935,539871872,8947,0,2,-83.66,36.56,8.00
148,2015-07-31T16:42:31,30136159,539935616,14642,0,2,-79.13,48.45,8.00
148,2015-07-31T16:42:31,26366415,539998976,14642,0,2,-75.94,56.80,8.00
148,2015-07-31T16:42:31,64847492,540062912,13666,0,2,-79.35,47.85,8.00
148,2015-07-31T16:42:31,63382935,540127872,9761,0,2,-80.31,45.34,8.00
148,2015-07-31T16:42:31,54718731,540187904,4880,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,41153804,552996672,11897,0,5,-65.25,67.96,8.00
148,2015-07-31T16:42:31,58366981,577581312,16861,0,5,-78.38,73.01,8.00
148,2015-07-31T16:42:31,27354086,577581504,9151,0,2,-68.07,70.66,8.00
148,2015-07-31T16:42:31,4478321,586251904,4880,0,1,-73.90,62.15,8.00
148,2015-07-31T16:42:31,19973506,589865664,9761,0,1,-97.41,87.03,8.00
148,2015-07-31T16:42:31,57986540,589864576,4880,0,1,-91.02,77.66,8.00
148,2015-07-31T16:42:31,10077945,596320768,4880,0,1,-95.31,6.00,8.00
149,2015-07-31T16:42:31,4111211,500009536,19523,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,41824285,500009056,4880,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,10566841,500016384,9761,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,49508310,503847872,12608,0,5,-68.43,67.92,8.00
149,2015-07-31T16:42:31,108048,528431008,11504,0,3,-82.20,66.41,8.00
149,2015-07-31T16:42:31,66502754,539807232,4880,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,6590935,539870976,9761,0,2,-81.16,43.11,8.00
149,2015-07-31T16:42:31,30136159,539935616,14642,0,2,-79.40,47.72,8.00
149,2015-07-31T16:42:31,26366415,539998976,14642,0,1,-75.94,56.80,8.00
149,2015-07-31T16:42:31,64847492,540062912,13666,0,2,-79.72,46.88,8.00
149,2015-07-31T16:42:31,63382935,540128128,9761,0,2,-79.67,47.02,8.00
149,2015-07-31T16:42:31,54718731,540187904,4880,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,41153804,552997504,12934,0,5,-62.12,67.15,8.00
149,2015-07-31T16:42:31,58366981,577581120,15804,0,4,-79.38,75.35,8.00
149,2015-07-31T16:42:31,27354086,577581504,9151,0,2,-68.07,70.66,8.00
149,2015-07-31T16:42:31,4478321,586251904,4880,0,1,-73.90,62.15,8.00
149,2015-07-31T16:42:31,19973506,589866048,9761,0,1,-102.89,95.06,8.00
149,2015-07-31T16:42:31,57986540,589864576,4880,0,1,-91.02,77.66,8.00
149,2015-07-31T16:42:31,10077945,596320768,4880,0,1,-95.31,6.00,8.00
150,2015-07-31T16:42:32,4111211,500009536,19523,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,41824285,500009056,4880,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,49508310,503847872,11795,0,4,-67.29,67.97,8.00
150,2015-07-31T16:42:32,108048,528431136,11713,0,4,-82.52,65.71,8.00
150,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,6590935,539870976,9151,0,2,-81.86,41.27,8.00
150,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-78.74,49.45,8.00
150,2015-07-31T16:42:32,26366415,539999360,14642,0,2,-76.27,55.94,8.00
150,2015-07-31T16:42:32,64847492,540063168,12689,0,2,-79.67,47.02,8.00
150,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-79.55,47.34,8.00
150,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,41153804,552996992,13421,0,1,-62.53,64.23,8.00
150,2015-07-31T16:42:32,58366981,577581440,16860,0,5,-81.85,73.69,8.00
150,2015-07-31T16:42:32,27354086,577581504,9151,0,2,-68.07,70.66,8.00
150,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
150,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
150,2015-07-31T16:42:32,57986540,589864576,4880,0,1,-91.02,77.66,8.00
150,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
151,2015-07-31T16:42:32,4111211,500009536,19523,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,41824285,500009056,4880,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,49508310,503848000,11795,0,5,-67.30,69.11,8.00
151,2015-07-31T16:42:32,108048,528431072,11897,0,3,-83.40,66.14,8.00
151,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,6590935,539870976,9151,0,1,-81.86,41.27,8.00
151,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-78.51,50.05,8.00
151,2015-07-31T16:42:32,26366415,539998976,14642,0,1,-75.84,57.05,8.00
151,2015-07-31T16:42:32,64847492,540062720,13666,0,2,-79.97,46.22,8.00
151,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-79.80,46.67,8.00
151,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,41153804,552997696,14128,0,4,-62.59,67.17,8.00
151,2015-07-31T16:42:32,58366981,577581440,16860,0,5,-81.85,73.69,8.00
151,2015-07-31T16:42:32,27354086,577580992,9110,0,3,-67.43,74.04,8.00
151,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
151,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
151,2015-07-31T16:42:32,57986540,589864576,4880,0,1,-91.02,77.66,8.00
151,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
152,2015-07-31T16:42:32,4111211,500009536,19523,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,49508310,503848096,11795,0,5,-68.48,68.81,8.00
152,2015-07-31T16:42:32,108048,528430912,11897,0,3,-84.22,67.38,8.00
152,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,6590935,539870400,9761,0,2,-80.25,45.49,8.00
152,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-78.74,49.45,8.00
152,2015-07-31T16:42:32,26366415,539999360,14642,0,2,-76.58,55.13,8.00
152,2015-07-31T16:42:32,64847492,540062720,13666,0,2,-80.00,46.15,8.00
152,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.13,45.82,8.00
152,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,41153804,552997696,14128,0,5,-61.15,65.38,8.00
152,2015-07-31T16:42:32,58366981,577581184,16764,0,4,-79.08,71.84,8.00
152,2015-07-31T16:42:32,27354086,577580992,9110,0,3,-67.43,74.04,8.00
152,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
152,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
152,2015-07-31T16:42:32,57986540,589864576,4880,0,1,-91.02,77.66,8.00
152,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
153,2015-07-31T16:42:32,4111211,500009536,19523,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,49508310,503848192,12732,0,4,-70.62,71.61,8.00
153,2015-07-31T16:42:32,108048,528430752,12919,0,4,-85.31,67.04,8.00
153,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,6590935,539870400,9761,0,2,-79.96,46.26,8.00
153,2015-07-31T16:42:32,30136159,539935616,14642,0,2,-79.40,47.73,8.00
153,2015-07-31T16:42:32,26366415,539998976,14642,0,1,-75.68,57.48,8.00
153,2015-07-31T16:42:32,64847492,540062912,13666,0,2,-79.80,46.68,8.00
153,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-79.89,46.44,8.00
153,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,41153804,552997440,14128,0,5,-64.78,67.99,8.00
153,2015-07-31T16:42:32,58366981,577581184,16764,0,4,-79.08,71.84,8.00
153,2015-07-31T16:42:32,27354086,577580800,9010,0,3,-68.29,75.12,8.00
153,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
153,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
153,2015-07-31T16:42:32,57986540,589864576,4880,0,1,-91.02,77.66,8.00
153,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
154,2015-07-31T16:42:32,4111211,500009536,19523,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,49508310,503848192,12732,0,5,-71.58,70.64,8.00
154,2015-07-31T16:42:32,108048,528430752,13781,0,3,-86.53,68.78,8.00
154,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,6590935,539870656,9063,0,1,-80.96,43.65,8.00
154,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-78.89,49.07,8.00
154,2015-07-31T16:42:32,26366415,539999360,14642,0,2,-75.95,56.78,8.00
154,2015-07-31T16:42:32,64847492,540063424,12689,0,2,-79.16,48.36,8.00
154,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.03,46.06,8.00
154,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,41153804,552997440,12934,0,5,-65.09,66.94,8.00
154,2015-07-31T16:42:32,58366981,577581632,16860,0,4,-77.82,71.41,8.00
154,2015-07-31T16:42:32,27354086,577580800,9010,0,3,-68.29,75.12,8.00
154,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
154,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
154,2015-07-31T16:42:32,57986540,589865536,4880,0,1,-91.02,77.66,8.00
154,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
155,2015-07-31T16:42:32,4111211,500009056,16594,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,49508310,503848192,13625,0,5,-74.12,70.63,8.00
155,2015-07-31T16:42:32,108048,528430784,13727,0,3,-87.02,70.41,8.00
155,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,6590935,539870976,9151,0,2,-81.71,41.67,8.00
155,2015-07-31T16:42:32,30136159,539935616,14642,0,2,-79.40,47.73,8.00
155,2015-07-31T16:42:32,26366415,539999296,13945,0,1,-75.57,57.76,8.00
155,2015-07-31T16:42:32,64847492,540062912,13666,0,2,-79.64,47.10,8.00
155,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.23,45.54,8.00
155,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,41153804,552997696,13625,0,5,-66.07,67.98,8.00
155,2015-07-31T16:42:32,58366981,577581696,16594,0,3,-80.48,77.15,8.00
155,2015-07-31T16:42:32,27354086,577580800,9010,0,3,-68.29,75.12,8.00
155,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
155,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
155,2015-07-31T16:42:32,57986540,589865536,4880,0,1,-91.02,77.66,8.00
155,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
156,2015-07-31T16:42:32,4111211,500011008,16594,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,10566841,500016384,9761,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,49508310,503848160,13580,0,4,-74.19,71.25,8.00
156,2015-07-31T16:42:32,108048,528430752,13781,0,4,-85.75,68.75,8.00
156,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,6590935,539870976,9151,0,2,-81.81,41.40,8.00
156,2015-07-31T16:42:32,30136159,539935616,14642,0,2,-79.40,47.73,8.00
156,2015-07-31T16:42:32,26366415,539999680,14031,0,2,-76.36,55.71,8.00
156,2015-07-31T16:42:32,64847492,540063168,13666,0,2,-79.08,48.57,8.00
156,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.23,45.54,8.00
156,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,41153804,552997312,13666,0,5,-63.91,64.90,8.00
156,2015-07-31T16:42:32,58366981,577581696,16594,0,3,-80.48,77.15,8.00
156,2015-07-31T16:42:32,27354086,577580672,9064,0,4,-70.38,71.54,8.00
156,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
156,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
156,2015-07-31T16:42:32,57986540,589865536,4880,0,1,-91.02,77.66,8.00
156,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
157,2015-07-31T16:42:32,4111211,500011008,16594,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,10566841,500015392,9761,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,49508310,503848160,13580,0,5,-73.25,70.17,8.00
157,2015-07-31T16:42:32,108048,528430304,13558,0,4,-84.27,65.30,8.00
157,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,6590935,539871680,8366,0,1,-84.13,35.31,8.00
157,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-79.05,48.64,8.00
157,2015-07-31T16:42:32,26366415,539999296,13945,0,1,-75.59,57.71,8.00
157,2015-07-31T16:42:32,64847492,540063424,13665,0,2,-78.83,49.23,8.00
157,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-79.84,46.57,8.00
157,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,41153804,552997760,12934,0,1,-65.31,61.91,8.00
157,2015-07-31T16:42:32,58366981,577581824,16594,0,4,-80.96,76.82,8.00
157,2015-07-31T16:42:32,27354086,577580672,9064,0,4,-70.38,71.54,8.00
157,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
157,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
157,2015-07-31T16:42:32,57986540,589864576,4880,0,1,-79.16,60.26,8.00
157,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
158,2015-07-31T16:42:32,4111211,500011488,19523,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,10566841,500015392,9761,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,49508310,503848096,12608,0,5,-71.46,66.26,8.00
158,2015-07-31T16:42:32,108048,528430464,12811,0,2,-85.36,68.37,8.00
158,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,6590935,539871232,10371,0,2,-81.74,41.58,8.00
158,2015-07-31T16:42:32,30136159,539935872,14642,0,2,-79.22,48.21,8.00
158,2015-07-31T16:42:32,26366415,539999680,14031,0,2,-75.97,56.72,8.00
158,2015-07-31T16:42:32,64847492,540063680,12690,0,2,-78.87,49.11,8.00
158,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.23,45.54,8.00
158,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,41153804,552997504,14154,0,5,-63.91,63.35,8.00
158,2015-07-31T16:42:32,58366981,577581696,15374,0,5,-77.93,75.55,8.00
158,2015-07-31T16:42:32,27354086,577580672,9064,0,4,-70.38,71.54,8.00
158,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
158,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
158,2015-07-31T16:42:32,57986540,589865536,4880,0,1,-79.16,60.26,8.00
158,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
159,2015-07-31T16:42:32,4111211,500011488,19523,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,41824285,500011008,4880,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,10566841,500015392,9761,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,49508310,503847904,13533,0,3,-71.84,70.02,8.00
159,2015-07-31T16:42:32,108048,528430624,12811,0,3,-87.22,70.70,8.00
159,2015-07-31T16:42:32,66502754,539807232,4880,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,6590935,539871232,10371,0,2,-81.92,41.13,8.00
159,2015-07-31T16:42:32,30136159,539935616,14642,0,2,-79.80,46.69,8.00
159,2015-07-31T16:42:32,26366415,539999680,13248,0,1,-75.71,57.41,8.00
159,2015-07-31T16:42:32,64847492,540063168,13666,0,2,-79.34,47.88,8.00
159,2015-07-31T16:42:32,63382935,540128128,9761,0,2,-80.31,45.35,8.00
159,2015-07-31T16:42:32,54718731,540187904,4880,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,41153804,552997504,14154,0,5,-61.48,61.76,8.00
159,2015-07-31T16:42:32,58366981,577581632,15455,0,2,-78.84,77.86,8.00
159,2015-07-31T16:42:32,27354086,577580672,9064,0,4,-70.38,71.54,8.00
159,2015-07-31T16:42:32,4478321,586251904,4880,0,1,-73.90,62.15,8.00
159,2015-07-31T16:42:32,19973506,589866048,9761,0,1,-102.89,95.06,8.00
159,2015-07-31T16:42:32,57986540,589865536,4880,0,1,-79.16,60.26,8.00
159,2015-07-31T16:42:32,10077945,596320768,4880,0,1,-95.31,6.00,8.00
160,2015-07-31T16:42:34,4111211,500011488,19523,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,41824285,500010016,4880,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,10566841,500015392,9761,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,49508310,503848000,13479,0,4,-69.37,70.59,8.00
160,2015-07-31T16:42:34,108048,528430304,12039,0,2,-85.93,68.49,8.00
160,2015-07-31T16:42:34,66502754,539807232,4880,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,6590935,539871232,10371,0,2,-81.54,42.12,8.00
160,2015-07-31T16:42:34,30136159,539935616,14642,0,2,-79.66,47.03,8.00
160,2015-07-31T16:42:34,26366415,539999296,13945,0,1,-75.71,57.41,8.00
160,2015-07-31T16:42:34,64847492,540063168,13666,0,2,-79.21,48.21,8.00
160,2015-07-31T16:42:34,63382935,540128128,9761,0,2,-80.15,45.75,8.00
160,2015-07-31T16:42:34,54718731,540187904,4880,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,41153804,552997632,14154,0,5,-64.62,63.22,8.00
160,2015-07-31T16:42:34,58366981,577581632,15455,0,2,-78.84,77.86,8.00
160,2015-07-31T16:42:34,27354086,577580480,9064,0,2,-72.08,74.35,8.00
160,2015-07-31T16:42:34,4478321,586251904,4880,0,1,-73.90,62.15,8.00
160,2015-07-31T16:42:34,19973506,589866048,9761,0,1,-102.89,95.06,8.00
160,2015-07-31T16:42:34,57986540,589866560,4880,0,1,-79.16,60.26,8.00
160,2015-07-31T16:42:34,10077945,596320768,4880,0,1,-95.31,6.00,8.00
161,2015-07-31T16:42:34,4111211,500011488,19523,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,41824285,500010016,4880,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,10566841,500012480,9761,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,49508310,503848128,12550,0,4,-65.92,69.28,8.00
161,2015-07-31T16:42:34,108048,528430528,10205,0,2,-85.25,63.43,8.00
161,2015-07-31T16:42:34,66502754,539807232,4880,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,6590935,539871488,10303,0,2,-82.34,40.01,8.00
161,2015-07-31T16:42:34,30136159,539935488,14642,0,1,-79.17,48.32,8.00
161,2015-07-31T16:42:34,26366415,539999296,13945,0,2,-76.04,56.53,8.00
161,2015-07-31T16:42:34,64847492,540063168,13666,0,2,-78.99,48.81,8.00
161,2015-07-31T16:42:34,63382935,540127872,9761,0,2,-80.40,45.09,8.00
161,2015-07-31T16:42:34,54718731,540187904,4880,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,41153804,552997056,14154,0,4,-62.92,65.02,8.00
161,2015-07-31T16:42:34,58366981,577581312,15413,0,5,-78.58,75.32,8.00
161,2015-07-31T16:42:34,27354086,577580480,9064,0,2,-72.08,74.35,8.00
161,2015-07-31T16:42:34,4478321,586251904,4880,0,1,-73.90,62.15,8.00
161,2015-07-31T16:42:34,19973506,589866048,9761,0,1,-102.89,95.06,8.00
161,2015-07-31T16:42:34,57986540,589866560,4880,0,1,-79.16,60.26,8.00
161,2015-07-31T16:42:34,10077945,596320768,4880,0,1,-95.31,6.00,8.00
162,2015-07-31T16:42:34,4111211,500011488,19523,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,41824285,500010016,4880,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,10566841,500012480,9761,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,49508310,503848096,12445,0,4,-65.95,69.42,8.00
162,2015-07-31T16:42:34,108048,528430528,11388,0,3,-85.55,65.17,8.00
162,2015-07-31T16:42:34,66502754,539807232,4880,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,6590935,539870912,10737,0,2,-80.65,44.45,8.00
162,2015-07-31T16:42:34,30136159,539935232,14642,0,2,-79.23,48.18,8.00
162,2015-07-31T16:42:34,26366415,539999680,12811,0,2,-77.90,51.65,8.00
162,2015-07-31T16:42:34,64847492,540063168,13666,0,2,-78.59,49.84,8.00
162,2015-07-31T16:42:34,63382935,540127872,9761,0,2,-80.77,44.14,8.00
162,2015-07-31T16:42:34,54718731,540187904,4880,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,41153804,552997504,13625,0,5,-61.74,66.17,8.00
162,2015-07-31T16:42:34,58366981,577580928,14642,0,3,-77.30,76.90,8.00
162,2015-07-31T16:42:34,27354086,577580480,9064,0,2,-72.08,74.35,8.00
162,2015-07-31T16:42:34,4478321,586251904,4880,0,1,-73.90,62.15,8.00
162,2015-07-31T16:42:34,19973506,589866048,9761,0,1,-102.89,95.06,8.00
162,2015-07-31T16:42:34,57986540,589866560,4880,0,1,-79.16,60.26,8.00
162,2015-07-31T16:42:34,10077945,596320768,4880,0,1,-95.31,6.00,8.00
163,2015-07-31T16:42:34,4111211,500011488,19523,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,10566841,500012480,9761,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,41824285,500011968,4880,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,49508310,503848192,13614,0,4,-69.32,75.14,8.00
163,2015-07-31T16:42:34,108048,528430304,11092,0,2,-84.50,63.04,8.00
163,2015-07-31T16:42:34,66502754,539807232,4880,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,6590935,539870400,9761,0,1,-80.01,46.13,8.00
163,2015-07-31T16:42:34,30136159,539935232,14642,0,2,-79.01,48.74,8.00
163,2015-07-31T16:42:34,26366415,539999680,11853,0,1,-77.80,51.92,8.00
163,2015-07-31T16:42:34,64847492,540062720,14642,0,2,-78.72,49.51,8.00
163,2015-07-31T16:42:34,63382935,540127872,9761,0,2,-80.61,44.55,8.00
163,2015-07-31T16:42:34,54718731,540187904,4880,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,41153804,552997312,12844,0,1,-61.14,69.65,8.00
163,2015-07-31T16:42:34,58366981,577580928,14642,0,3,-77.30,76.90,8.00
163,2015-07-31T16:42:34,27354086,577580736,8541,0,1,-71.75,75.77,8.00
163,2015-07-31T16:42:34,4478321,586251904,4880,0,1,-73.90,62.15,8.00
163,2015-07-31T16:42:34,19973506,589866048,9761,0,1,-102.89,95.06,8.00
163,2015-07-31T16:42:34,57986540,589865536,4880,0,1,-79.16,60.26,8.00
163,2015-07-31T16:42:34,10077945,596320768,4880,0,1,-95.31,6.00,8.00
